Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Keyword
TU,SY,SY,043,"Host a visit
",37.0017,35.3289,37.1981,42.1189,37.1981,42.1189,http://www.loudountimes.com/news/article/a_humbling_experience_loudoun_leaders_meet_syrian_refugees543,"Adana, Adana, Turkey","Bab Al-Hawa, Al ?asakah, Syria","refugee,refugee,others,help,help,aid,regional,help,help,help,Syria,"
TU,TU,TU,043,"Host a visit
",41.0186,28.9647,41.0186,28.9647,41.0186,28.9647,http://spectator.org/articles/57377/turkey-simmering,"Istanbul, Istanbul, Turkey","Istanbul, Istanbul, Turkey","police,attacks,police,border,"
US,SY,SY,075,"Grant asylum
",38.8951,-77.0364,35,38,35,38,http://politicalnews.me/?id=26555&keys=SYRIA-WORST-HUMANITARIAN-CRISIS,"Washington, District of Columbia, United States",Syria,"Refugees,Refugees,refugee,Syria,humanitarian,refugee,humanitarian,help,suffering,billion,humanitarian,aid,refugee,refugee,"
SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,http://www.northcountrypublicradio.org/news/npr/261081863/a-wolf-on-the-loose-and-loving-the-carnage,Syria,Syria,"force,others,"
JO,JO,SY,036,"Express intent to meet or negotiate
",31.95,35.9333,31.95,35.9333,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354672&language=en,"Amman, (JO11), Jordan","Amman, (JO11), Jordan","billion,"
KU,SY,KU,036,"Express intent to meet or negotiate
",29.3375,47.6581,35,38,29.3375,47.6581,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354672&language=en,Kuwait,Syria,"billion,"
SY,KU,KU,036,"Express intent to meet or negotiate
",35,38,29.3375,47.6581,29.3375,47.6581,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354672&language=en,Syria,Kuwait,"billion,"
UK,UK,UK,020,"Appeal, not specified below
",54,-2,54,-2,54,-2,http://www.gazetteandherald.co.uk/news/national/news/10795311.Syria_crisis__may_resurrect_polio_/,United Kingdom,United Kingdom,"Refugees,Syria,Syria,Syria,conflict,Syria,conflict,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354755&language=en,Syria,Syria,"donors,donors,"
KU,SY,KU,036,"Express intent to meet or negotiate
",29.3375,47.6581,35,38,29.3375,47.6581,http://www.huffingtonpost.com/mehrunisa-qayyum/syrian-refugees-plight-go_b_4575676.html?,Kuwait,Syria,"Syria,Syria,conflict,humanitarian,humanitarian,Syria,Refugees,funding,funding,Syria,refugee,Refugees,refugee,humanitarian,aid,funding,billion,aid,aid,funding,refugee,Refugees,refugee,refugee,aid,refugee,"
IZ,SY,SY,042,"Make a visit
",33.3558,43.7861,35,38,35,38,http://famagusta-gazette.com/bomb-kills-in-iraq-as-bloodshed-continues-p21975-69.htm,"Falluja, Al Anbar, Iraq",Syria,"help,border,Syria,help,border,Syria,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://famagusta-gazette.com/bomb-kills-in-iraq-as-bloodshed-continues-p21975-69.htm,Syria,Syria,"help,border,Syria,help,border,Syria,"
IZ,SY,SY,043,"Host a visit
",33,44,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354755&language=en,Iraq,Syria,"donors,donors,"
LE,SY,LE,040,"Consult, not specified below
",33.8333,35.8333,35,38,33.8333,35.8333,http://www.iloubnan.info/social/78412/Syrian-refugees:-UN-Special-Coordinator-for-Lebanon-Derek-Plumbly-meets-Lebanese-Social-Affairs-Minister-Wael-Abou-Faour&c=cVQ-o_xGPPoMmQqsS2Zh7bZl5n5q4U-b-IwlMTDigOg&mkt=en-us,Lebanon,Syria,"deterioration,humanitarian,humanitarian,Syria,conflict,humanitarian,billion,refugee,refugee,conflict,"
LE,LE,LE,070,"Provide aid, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,http://www.uaeinteract.com/docs/Red_Crescent_Authority_continues_to_provide_relief_aid_to_Syrian_refugees_in_Lebanon/59333.htm,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon","aid,humanitarian,refugee,humanitarian,aid,suffering,aid,humanitarian,"
SY,SY,SY,0874,"Retreat or surrender militarily
",35,38,35,38,35,38,http://www.zawya.com/story/Wipe_the_tears_of_Syrian_children-WAM20140110071025803/,Syria,Syria,
SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://english.ahram.org.eg/NewsContent/1/0/91237/Egypt/Syrian-doctors-running-Cairo-clinic-arrested-and-d.aspx,Syria,Syria,"police,police,refugee,agency,conflict,refugee,refugee,refugee,refugee,"
SY,IZ,SY,043,"Host a visit
",35,38,33.3558,43.7861,35,38,http://famagusta-gazette.com/bomb-kills-in-iraq-as-bloodshed-continues-p21975-69.htm,Syria,"Falluja, Al Anbar, Iraq","help,border,Syria,help,border,Syria,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://famagusta-gazette.com/bomb-kills-in-iraq-as-bloodshed-continues-p21975-69.htm,Syria,Syria,"help,border,Syria,help,border,Syria,"
SY,IZ,SY,080,"Yield, not specified below 
",35,38,35.4224,45.58,35,38,http://reliefweb.int/report/iraq/syrian-women-and-girls-struggle-survive-camps,Syria,"Arbat, As Sulaymaniyah, Iraq","Refugees,refugee,refugee,help,established,help,"
SY,IZ,SY,0874,"Retreat or surrender militarily
",35,38,35.4224,45.58,35,38,http://reliefweb.int/report/iraq/syrian-women-and-girls-struggle-survive-camps,Syria,"Arbat, As Sulaymaniyah, Iraq","Refugees,refugee,refugee,help,established,help,"
SY,SY,SY,090,"Investigate, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.rawstory.com/rs/2014/01/10/41-palestinians-dead-from-hunger-medical-shortages-in-syrian-camp/,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","refugee,Syria,agency,conflict,"
SY,IS,SY,090,"Investigate, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,http://www.dailystar.com.lb/News/Middle-East/2014/Jan-11/243783-palestinians-die-from-hunger-medical-shortages-in-yarmouk.ashx,"Damascus, Dimashq, Syria",Israel,"suffering,conflict,"
IS,IS,IS,090,"Investigate, not specified below
",31.5,34.75,31.5,34.75,31.5,34.75,http://www.yalibnan.com/2014/01/10/41-palestinians-die-of-hunger-in-syria-camp/,Israel,Israel,"Syria,agency,conflict,Refugees,"
SY,SY,SY,090,"Investigate, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.rawstory.com/rs/2014/01/10/41-palestinians-dead-from-hunger-medical-shortages-in-syrian-camp/,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","refugee,Syria,agency,conflict,"
SY,IS,SY,090,"Investigate, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,http://www.dailystar.com.lb/News/Middle-East/2014/Jan-11/243783-palestinians-die-from-hunger-medical-shortages-in-yarmouk.ashx,"Damascus, Dimashq, Syria",Israel,"suffering,conflict,"
IS,IS,IS,090,"Investigate, not specified below
",31.5,34.75,31.5,34.75,31.5,34.75,http://www.yalibnan.com/2014/01/10/41-palestinians-die-of-hunger-in-syria-camp/,Israel,Israel,"Syria,agency,conflict,Refugees,"
SY,IZ,SY,080,"Yield, not specified below 
",35,38,35.4224,45.58,35,38,http://reliefweb.int/report/iraq/syrian-women-and-girls-struggle-survive-camps,Syria,"Arbat, As Sulaymaniyah, Iraq","Refugees,refugee,refugee,help,established,help,"
SY,IZ,SY,0874,"Retreat or surrender militarily
",35,38,35.4224,45.58,35,38,http://reliefweb.int/report/iraq/syrian-women-and-girls-struggle-survive-camps,Syria,"Arbat, As Sulaymaniyah, Iraq","Refugees,refugee,refugee,help,established,help,"
SY,SY,SY,180,"Use unconventional violence, not specified below
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/113379-social-affairs-ministry-child-sex-abuse-victim-undergoing-checkups-evaluation,Syria,Syria,"suffering,refugee,"
SY,SY,JO,010,"Make statement, not specified below
",35,38,35,38,31,36,http://www.zawya.com/story/RCA_team_to_travel_to_Jordan_to_assess_basic_relief_requirements_for_Syrian_refugees-WAM20140110104032408/,Syria,Syria,
SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,http://www.zawya.com/story/RCA_team_to_travel_to_Jordan_to_assess_basic_relief_requirements_for_Syrian_refugees-WAM20140110104032408/,Syria,Syria,"humanitarian,aid,humanitarian,"
SY,SY,SY,036,"Express intent to meet or negotiate
",35.95,39.0167,35.95,39.0167,35.95,39.0167,http://www.lse.co.uk/AllNews.asp?code=0m34bel0&headline=UPDATE_About_500_killed_in_Syria_rebel_infighting_watchdog_says,"Raqqa, Ar Raqqah, Syria","Raqqa, Ar Raqqah, Syria","Syria,Syria,Syria,humanitarian,aid,aid,"
SY,SY,SY,036,"Express intent to meet or negotiate
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354672&language=en,Syria,Syria,"billion,"
SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://www.uaeinteract.com/docs/Hamdan_bin_Zayed_hails_role_of_philanthropists_in_supporting_RCAs_initiatives/59334.htm,Syria,Syria,"humanitarian,humanitarian,"
SY,SY,US,043,"Host a visit
",35,38,35,38,38.8951,-77.0364,http://www.naharnet.com/stories/en/113354-u-s-concerned-about-turkey-s-political-crisis,Syria,Syria,"police,elections,chaos,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://english.ahram.org.eg/NewsContent/2/8/91259/World/Region/US-concerned-about-Turkeys-political-crisis.aspx,Syria,Syria,"police,elections,chaos,"
SY,SY,SY,046,"Engage in negotiation
",35.95,39.0167,35.95,39.0167,35.95,39.0167,http://www.lse.co.uk/AllNews.asp?code=0m34bel0&headline=UPDATE_About_500_killed_in_Syria_rebel_infighting_watchdog_says,"Raqqa, Ar Raqqah, Syria","Raqqa, Ar Raqqah, Syria","Syria,Syria,Syria,humanitarian,aid,aid,"
SY,SY,SY,192,"Occupy territory
",35,38,35,38,35,38,http://gulfnews.com/opinions/editorials/world-running-out-of-answers-on-syria-1.1276057,Syria,Syria,"conflict,Syria,worse,Syria,"
SY,SY,SY,180,"Use unconventional violence, not specified below
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/113379-social-affairs-ministry-child-sex-abuse-victim-undergoing-checkups-evaluation,Syria,Syria,"suffering,refugee,"
SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://english.ahram.org.eg/NewsContent/1/0/91237/Egypt/Syrian-doctors-running-Cairo-clinic-arrested-and-d.aspx,Syria,Syria,"police,police,refugee,agency,conflict,refugee,refugee,refugee,refugee,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354755&language=en,Syria,Syria,"donors,donors,"
SY,KU,KU,036,"Express intent to meet or negotiate
",35,38,29.3375,47.6581,29.3375,47.6581,http://www.huffingtonpost.com/mehrunisa-qayyum/syrian-refugees-plight-go_b_4575676.html?,Syria,Kuwait,
SY,IZ,SY,042,"Make a visit
",35,38,33,44,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354755&language=en,Syria,Iraq,"donors,donors,"
SY,JO,JO,010,"Make statement, not specified below
",35,38,31,36,31,36,http://www.zawya.com/story/RCA_team_to_travel_to_Jordan_to_assess_basic_relief_requirements_for_Syrian_refugees-WAM20140110104032408/,Syria,Jordan,
SY,JO,SY,020,"Appeal, not specified below
",35,38,31,36,35,38,http://www.zawya.com/story/RCA_team_to_travel_to_Jordan_to_assess_basic_relief_requirements_for_Syrian_refugees-WAM20140110104032408/,Syria,Jordan,"humanitarian,aid,humanitarian,"
SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://www.iloubnan.info/social/78412/Syrian-refugees:-UN-Special-Coordinator-for-Lebanon-Derek-Plumbly-meets-Lebanese-Social-Affairs-Minister-Wael-Abou-Faour&c=cVQ-o_xGPPoMmQqsS2Zh7bZl5n5q4U-b-IwlMTDigOg&mkt=en-us,Syria,Syria,"deterioration,humanitarian,humanitarian,Syria,conflict,humanitarian,billion,refugee,refugee,conflict,"
SY,SY,SY,036,"Express intent to meet or negotiate
",35.95,39.0167,35.95,39.0167,35.95,39.0167,http://www.lse.co.uk/AllNews.asp?code=0m34bel0&headline=UPDATE_About_500_killed_in_Syria_rebel_infighting_watchdog_says,"Raqqa, Ar Raqqah, Syria","Raqqa, Ar Raqqah, Syria","Syria,Syria,Syria,humanitarian,aid,aid,"
SY,SY,SY,036,"Express intent to meet or negotiate
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354672&language=en,Syria,Syria,"billion,"
SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://www.uaeinteract.com/docs/Hamdan_bin_Zayed_hails_role_of_philanthropists_in_supporting_RCAs_initiatives/59334.htm,Syria,Syria,"humanitarian,humanitarian,"
SY,SY,US,042,"Make a visit
",35,38,35,38,38.8951,-77.0364,http://www.naharnet.com/stories/en/113354-u-s-concerned-about-turkey-s-political-crisis,Syria,Syria,"police,elections,chaos,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://english.ahram.org.eg/NewsContent/2/8/91259/World/Region/US-concerned-about-Turkeys-political-crisis.aspx,Syria,Syria,"police,elections,chaos,"
SY,SY,SY,046,"Engage in negotiation
",35.95,39.0167,35.95,39.0167,35.95,39.0167,http://www.lse.co.uk/AllNews.asp?code=0m34bel0&headline=UPDATE_About_500_killed_in_Syria_rebel_infighting_watchdog_says,"Raqqa, Ar Raqqah, Syria","Raqqa, Ar Raqqah, Syria","Syria,Syria,Syria,humanitarian,aid,aid,"
SY,SY,SY,070,"Provide aid, not specified below
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354672&language=en,Syria,Syria,"billion,"
SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://www.huffingtonpost.com/mehrunisa-qayyum/syrian-refugees-plight-go_b_4575676.html?,Syria,Syria,
SY,SY,SY,192,"Occupy territory
",35,38,35,38,35,38,http://gulfnews.com/opinions/editorials/world-running-out-of-answers-on-syria-1.1276057,Syria,Syria,"conflict,Syria,worse,Syria,"
SY,JO,JO,026,"Appeal to others to meet or negotiate
",35,38,31.95,35.9333,31.95,35.9333,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354672&language=en,Syria,"Amman, (JO11), Jordan","billion,"
SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://www.npr.org/2014/01/10/261271898/u-s-slow-to-allow-syrian-refugees-to-emmigrate,Syria,Syria,"Refugees,conflict,refugee,Syria,help,billion,"
US,US,US,051,"Praise or endorse
",31.106,-97.6475,31.106,-97.6475,31.106,-97.6475,http://www.npr.org/2014/01/10/261271898/u-s-slow-to-allow-syrian-refugees-to-emmigrate?ft=1&f=3,"Texas, United States","Texas, United States","Refugees,conflict,refugee,Syria,help,billion,"
US,SY,SY,051,"Praise or endorse
",38,-97,35,38,35,38,http://www.npr.org/2014/01/10/261271898/u-s-slow-to-allow-syrian-refugees-to-emmigrate?ft=1&f=,United States,Syria,"Refugees,conflict,refugee,Syria,help,billion,"
US,SY,US,051,"Praise or endorse
",38,-97,35,38,38,-97,http://www.npr.org/2014/01/10/261271898/u-s-slow-to-allow-syrian-refugees-to-emmigrate?ft=1&f=,United States,Syria,"Refugees,conflict,refugee,Syria,help,billion,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1485.htm,Syria,Syria,"elections,donors,donors,humanitarian,donors,billion,conflict,Syria,police,force,town,activities,activities,activities,town,border,border,agency,"
IZ,SY,IZ,073,"Provide humanitarian aid
",36.8671,42.9884,35,38,36.8671,42.9884,http://www.reuters.com/video/2014/01/11/syrians-flee-to-iraq-on-barges?videoId=276396260&feedType=VideoRSS&feedName=WorldNews&videoChannel=117760&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FUSVideoWorldNews+%28Video+%2F+US+%2F+Wor,"Dohuk, Dahuk, Iraq",Syria,"border,border,conflict,others,border,"
IZ,SY,SY,073,"Provide humanitarian aid
",36.8671,42.9884,35,38,35,38,http://www.reuters.com/video/2014/01/11/syrians-flee-to-iraq-on-barges?videoId=276396260&feedType=VideoRSS&feedName=WorldNews&videoChannel=117760&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FUSVideoWorldNews+%28Video+%2F+US+%2F+Wor,"Dohuk, Dahuk, Iraq",Syria,"border,border,conflict,others,border,"
US,US,US,073,"Provide humanitarian aid
",42.2373,-71.5314,42.2373,-71.5314,42.2373,-71.5314,http://www.boston.com/news/world/middle-east/2014/01/11/syrians-flee-iraq-barges/B3mow9AgOguA4OsKWN5KXK/video.html,"Massachusetts, United States","Massachusetts, United States","border,"
IZ,SY,SY,043,"Host a visit
",36.1926,44.0106,35,38,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1485.htm,"Erbil, Liwa' Irbil, Iraq",Syria,"elections,donors,donors,humanitarian,donors,billion,conflict,Syria,police,force,town,activities,activities,activities,town,border,border,agency,"
SY,KU,KU,070,"Provide aid, not specified below
",35,38,29.3375,47.6581,29.3375,47.6581,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354864&language=en,Syria,Kuwait,"aid,"
LE,SY,SY,051,"Praise or endorse
",33.8333,35.8333,33.5,36.3,33.5,36.3,http://www.huffingtonpost.com/raghida-dergham/role-of-international-and_b_4576483.html?,Lebanon,"Damascus, Dimashq, Syria","regional,regional,help,regional,regional,regional,humanitarian,regional,occasions,Syria,Syria,Syria,Syria,Syria,regional,Syria,"
SY,SY,SY,080,"Yield, not specified below 
",35,38,35,38,35,38,http://edition.cnn.com/2013/09/06/world/iyw-how-to-help-syrian-refugees/index.html,Syria,Syria,"refugee,refugee,aid,Syria,Syria,refugee,aid,sanitation,help,Syria,help,refugee,facilities,refugee,Syria,Syria,Syria,help,Syria,refugee,sanitation,help,refugee,Refugees,Syria,refugee,refugee,refugee,Syria,help,help,refugee,Syria,Syria,help,Syria,"
SY,SY,SY,090,"Investigate, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.worldbulletin.net/?aType=haber&ArticleID=126718,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,refugee,"
SY,SY,SY,090,"Investigate, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.worldbulletin.net/?aType=haber&ArticleID=126718,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,refugee,"
SY,SY,SY,080,"Yield, not specified below 
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.aljazeera.com/indepth/features/2014/01/asylum-seekers-perilous-path-sweden-20141792744288806.html&c=WIAeu-rsWeiuMapySuVAVsx0CsvjDniTT5ALI_Nn_gU&mkt=en-us,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","coast,asylum,asylum,asylum,seekers,asylum,town,Syria,Syria,refugee,Syria,refugee,asylum,asylum,asylum,asylum,seekers,refugee,asylum,seekers,Syria,refugee,agency,"
KU,KU,KU,010,"Make statement, not specified below
",29.3375,47.6581,29.3375,47.6581,29.3375,47.6581,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354864&language=en,Kuwait,Kuwait,"aid,"
SY,KU,SY,010,"Make statement, not specified below
",35,38,29.3375,47.6581,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354864&language=en,Syria,Kuwait,"aid,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1485.htm,Syria,Syria,"elections,donors,donors,humanitarian,donors,billion,conflict,Syria,police,force,town,activities,activities,activities,town,border,border,agency,"
SY,SY,SY,070,"Provide aid, not specified below
",35,38,35,38,35,38,http://edition.cnn.com/2013/09/06/world/iyw-how-to-help-syrian-refugees/index.html,Syria,Syria,"refugee,refugee,aid,Syria,Syria,refugee,aid,sanitation,help,Syria,help,refugee,facilities,refugee,Syria,Syria,Syria,help,Syria,refugee,sanitation,help,refugee,Refugees,Syria,refugee,refugee,refugee,Syria,help,help,refugee,Syria,Syria,help,Syria,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1485.htm,Syria,Syria,"elections,donors,donors,humanitarian,donors,billion,conflict,Syria,police,force,town,activities,activities,activities,town,border,border,agency,"
SY,IZ,SY,042,"Make a visit
",35,38,36.1926,44.0106,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1485.htm,Syria,"Erbil, Liwa' Irbil, Iraq","elections,donors,donors,humanitarian,donors,billion,conflict,Syria,police,force,town,activities,activities,activities,town,border,border,agency,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1485.htm,Syria,Syria,"elections,donors,donors,humanitarian,donors,billion,conflict,Syria,police,force,town,activities,activities,activities,town,border,border,agency,"
SY,JO,JO,036,"Express intent to meet or negotiate
",35,38,31.95,35.9333,31.95,35.9333,http://www.zawya.com/story/EU_grants_Jordan_EUR40m_for_Syrian_refugee_crisis-ZAWYA20140111055801/,Syria,"Amman, (JO11), Jordan","help,refugee,sanitation,help,refugee,help,help,"
SY,SY,SY,050,"Engage in diplomatic cooperation, not specified below
",35,38,35,38,35,38,http://inhabitat.com/wakawaka-provides-portable-solar-power-to-syrian-refugees/?utm_content=buffer6fca9&amp;utm_medium=social&amp;utm_source=twitter.com&amp;utm_campaign=buffer,Syria,Syria,"flee,help,humanitarian,refugee,"
SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://inhabitat.com/wakawaka-provides-portable-solar-power-to-syrian-refugees/?utm_content=buffer6fca9&amp;utm_medium=social&amp;utm_source=twitter.com&amp;utm_campaign=buffer,Syria,Syria,"flee,help,humanitarian,refugee,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1485.htm,Syria,Syria,"elections,donors,donors,humanitarian,donors,billion,conflict,Syria,police,force,town,activities,activities,activities,town,border,border,agency,"
SY,SY,SY,051,"Praise or endorse
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.huffingtonpost.com/raghida-dergham/role-of-international-and_b_4576483.html?,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","regional,regional,help,regional,regional,regional,humanitarian,regional,occasions,Syria,Syria,Syria,Syria,Syria,regional,Syria,"
LE,LE,LE,051,"Praise or endorse
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,http://www.huffingtonpost.com/raghida-dergham/role-of-international-and_b_4576483.html?,Lebanon,Lebanon,"regional,regional,help,regional,regional,regional,humanitarian,regional,occasions,Syria,Syria,Syria,Syria,Syria,regional,Syria,"
SY,SY,SY,030,"Express intent to cooperate, not specified below
",35,38,35,38,35,38,http://www.galleonnews.com/2014/01/government-announces-16-million-support-for-syrian-refugees/,Syria,Syria,"allocate,help,help,help,help,Syria,Syria,humanitarian,suffering,conflict,funding,"
UK,UK,UK,051,"Praise or endorse
",54,-2,54,-2,54,-2,http://www.galleonnews.com/2014/01/government-announces-16-million-support-for-syrian-refugees/,United Kingdom,United Kingdom,"allocate,help,help,help,help,Syria,Syria,humanitarian,suffering,conflict,funding,"
SY,SY,JO,012,"Make pessimistic comment
",35,38,35,38,31,36,http://www.menafn.com/1093754139/EU-Grants-40-Million-Euro-For-Syrian-Refugee-Crisis,Syria,Syria,"help,refugee,help,help,refugee,sanitation,agency,help,refugee,help,"
SY,SY,SY,012,"Make pessimistic comment
",35,38,35,38,35,38,http://www.menafn.com/1093754139/EU-Grants-40-Million-Euro-For-Syrian-Refugee-Crisis,Syria,Syria,"help,refugee,help,help,refugee,sanitation,agency,help,refugee,help,"
SY,SY,SY,075,"Grant asylum
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
US,US,US,075,"Grant asylum
",42.1497,-74.9384,42.1497,-74.9384,42.1497,-74.9384,http://www.aina.org/news/20140112153719.htm,"New York, United States","New York, United States","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
SY,SY,SY,075,"Grant asylum
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
KU,SY,KU,020,"Appeal, not specified below
",29.3375,47.6581,35,38,29.3375,47.6581,http://reliefweb.int/report/syrian-arab-republic/kuwaiti-charities-launch-appeal-raise-usd-142-mln-syrian-refugee-housing,Kuwait,Syria,"suffering,infrastructure,"
KU,KU,KU,073,"Provide humanitarian aid
",29.3375,47.6581,29.3375,47.6581,29.3375,47.6581,http://reliefweb.int/report/syrian-arab-republic/kuwaiti-charities-launch-appeal-raise-usd-142-mln-syrian-refugee-housing,Kuwait,Kuwait,"suffering,infrastructure,"
LE,SY,SY,025,"Appeal to yield
",33.8333,35.8333,35.6635,36.7959,35.6635,36.7959,http://reliefweb.int/report/syrian-arab-republic/crisis-syria-what-oxfam-doing,Lebanon,"Balqa, Idlib, Syria","Syria,Syria,Syria,help,aid,agency,Syria,conflict,conflict,humanitarian,suffering,Syria,conflict,flee,Syria,refugee,Syria,Syria,help,sanitation,Syria,refugee,help,aid,Syria,humanitarian,"
LE,SY,SY,043,"Host a visit
",33.2092,35.515,36.2028,37.1586,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"Houla, Nabatî, Lebanon","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
QA,QA,QA,070,"Provide aid, not specified below
",25.2867,51.5333,25.2867,51.5333,25.2867,51.5333,http://www.4-traders.com/DOHA-BANK-QSC-6498228/news/Doha-Bank-QSC--Doha-Bank-donates-QR100000-for-Syrian-refugees-17799477/,"Doha, Ad Daw?ah, Qatar","Doha, Ad Daw?ah, Qatar","infrastructure,infrastructure,infrastructure,"
SY,QA,QA,070,"Provide aid, not specified below
",35,38,25.2867,51.5333,25.2867,51.5333,http://www.4-traders.com/DOHA-BANK-QSC-6498228/news/Doha-Bank-QSC--Doha-Bank-donates-QR100000-for-Syrian-refugees-17799477/,Syria,"Doha, Ad Daw?ah, Qatar","infrastructure,infrastructure,infrastructure,"
QA,SY,JO,036,"Express intent to meet or negotiate
",25.5,51.25,35,38,31,36,http://www.menafn.com/1093754139/EU-Grants-40-Million-Euro-For-Syrian-Refugee-Crisis,Qatar,Syria,"help,refugee,help,help,refugee,sanitation,agency,help,refugee,help,"
